category,clause,include,reason,occurrences
immigrant,"against local police acting as federal immigration agents, for public safety policies that build trust with immigrant communities, against policies that lead to fear and decreased crime reporting, for maintaining clear distinctions between civil and criminal law enforcement roles, against using county resources for federal immigration enforcement, for ensuring all residents feel safe accessing community services, against measures that discourage school attendance and social participation, for passing state laws that protect immigrant communities, against political stunts that harm public confidence in law enforcement, for policies that respect and honor immigrant contributions",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against man killed during immigration raid,0,Literal wording opposes a man killed during a raid; cannot infer intended opposition to the killing or raid.,1
immigrant,against mass deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",7
immigrant,against mass deportation of immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against mass deportation of immigrants and refugees,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against mass deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",33
immigrant,"against mass deportations and fear-driven immigration policies, for immigrant rights and family unity, against the targeting of hardworking migrants and racial profiling, for dignity and respect for all individuals regardless of legal status, against ICE raids that instill fear in communities, for due process and legal protections for immigrants, against the criminalization of migration and asylum-seeking, for comprehensive immigration reform and pathways to citizenship, against policies that separate families and undermine community trust, for recognizing immigrants’ contributions to the economy and society, against xenophobia and anti-immigrant rhetoric",1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against mass deportations of immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against mass deportations of students,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,"against mass deportations, for immigrant rights, against fear-based immigration policies, for protecting undocumented families, against ICE raids in communities",1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against mass immigrant deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against migrant detention and deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",4
immigrant,against militarization of ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against military cooperation with ICE kidnappings,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against mistreatment of ICE detainees,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against mistreatment of detainees in ICE custody,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",3
immigrant,against mistreatment of immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against new ICE facility,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against ongoing Border Patrol operations,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against oppression of women and queer and trans people and migrants and unhoused people and addicts and prisoners,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against passing city ordinance 2025-147 and the criminalization of immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against permitting Maryland officials from cooperating with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against plans to use Federal Corrections Institution in Dublin to hold immigrants detained by ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against police cooperation with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against potential deportations of immigrants in Saint Louis,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against private prison company CoreCivic to house ICE detainees,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against pro-immigrant rally,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,2
immigrant,against pro-immigrants demonstration,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,3
immigrant,against pro-immigrants march,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,1
immigrant,against proposed ice detention facility at camp blanding,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",3
